time,lead_speed,follower_speed,gap
33592.0,0.01,0.005,2.553259647071254
33592.1,0.017,0.005,2.5532596195042068
33592.2,0.013,0.006,2.5532596312615627
33592.3,0.019999999999984763,0.005000000000170803,2.5532596655956
33592.399999999994,0.013000000000311249,0.003999999999776164,2.55325961196837
33592.499999999985,0.014000000000079909,0.00999999999963315,2.5532596627360093
33592.599999999984,0.010000000000023964,0.011486605510553177,2.5553070612264124
33592.69999999998,0.01899999999873284,0.010999999999920296,2.549622690534953
33592.79999999999,0.031000000000921638,0.011000000000735971,2.545916682080783
33592.89999999999,0.009000000003213342,0.0030000000007079928,2.5495753227014326
33592.999999999985,0.0029999999984486212,0.004999999999051403,2.5459165889654187
33593.099999999984,0.0189999999986266,0.013999999998284263,2.5459166387484733
33593.19999999998,0.014000000002242831,0.021000000000826642,2.5495752313647317
33593.29999999998,0.003999999998425651,0.007000000002197688,2.545916566982231
33593.39999999998,0.019999999999004123,0.005999999999791848,2.5422375881493284
33593.49999999998,0.010000000001628814,0.005999999999289753,2.5459180416090605
33593.599999999984,0.012999999999064465,0.011999999999120126,2.5422375484344526
33593.69999999997,0.011000000001458494,0.01000000000161041,2.5422375985347703
33593.799999999974,0.005999999999580561,0.00499999999869612,2.542237583194707
33593.89999999997,0.010000000000606213,0.017999999996083392,2.542237554217908
33593.99999999997,0.004999999998867707,0.02999999999514245,2.5422375523308984
33594.09999999997,0.01999999999519181,0.050311907276605485,2.5459695801692166
33594.19999999997,0.02500000000290276,0.04900000000772916,2.5532514976894403
33594.299999999974,0.011000000001319022,0.0219999999983351,2.5605859310899497
33594.399999999965,0.03799999997690737,0.05199999999372397,2.5605859538771627
33594.49999999996,0.12599999996554126,0.04000000000712397,2.5752580202282846
33594.59999999996,0.2289999999524715,0.033999999997425284,2.6046147001058344
33594.69999999996,0.3609999999680952,0.04200000000099213,2.6449763109277002
33594.79999999996,0.4209999999587203,0.02900000000487579,2.6890473526115155
33594.89999999996,0.5849999999100379,0.02500000000157073,2.7514667713523644
33594.99999999996,0.742999999979413,0.020999999999318657,2.8286140360259573
33595.099999999955,0.7489999999575235,0.046999999972341854,2.891069058583996
33595.19999999995,0.9599999999062944,0.1389999999567726,2.975636205488482
33595.29999999995,1.0939999999597056,0.24799999992687746,3.05673334448712
33595.39999999995,1.174999999941992,0.41199999992579134,3.130136456503632
33595.49999999995,1.3409999998949225,0.5309999999375469,3.2039569960329555
33595.59999999995,1.5229999999465909,0.656999999949673,3.2960812121743404
33595.699999999946,1.5969999999275584,0.7819999998802456,3.3706859456299503
33595.799999999945,1.7969999999137345,1.0449999999274282,3.4407368914414347
33595.899999999936,1.8899999999162087,1.062999999936458,3.5157200263182338
33595.999999999935,2.0799999999272467,1.29199999989542,3.5910007864045967
33596.09999999993,2.128999999957456,1.4079999998794108,3.6516603307189683
33596.19999999994,2.2889999998779693,1.6789999999111451,3.7108056829345726
33596.29999999994,2.4449999999762166,1.7319999998990068,3.7706998241762633
33596.399999999936,2.4549999999063052,2.0009999998713623,3.8116305025884536
33596.499999999935,2.744999999809209,2.088999999914216,3.8577490935036622
33596.59999999993,2.941999999900143,2.3019999998804592,3.9093930646837616
33596.69999999993,3.08599999992032,2.440999999872441,3.969564536114688
33596.79999999993,3.1946858713707322,2.715999999796076,4.000408226319212
33596.89999999993,3.3699999998145094,2.933999999881317,4.028029427565069
33596.999999999935,3.6319999998738717,3.071999999901585,4.082362394147489
33597.099999999926,3.7019999999653184,3.2869999997418184,4.111418007362451
33597.199999999924,3.827999999837026,3.6759999998127375,4.111542467236164
